customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
6515-QQXQY,male,yes,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),44.07,1522.67,no
4497-CMNMB,female,no,no,no,11,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,mailed check,87.41,926.25,no
7399-SQCCD,female,yes,no,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,45.33,186.15,no
9828-TRSJL,female,no,no,no,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,42.29,2632.81,no
9658-MMEMD,male,no,yes,yes,2,yes,no,dsl,yes,no,yes,no,yes,no,two year,no,credit card (automatic),81.53,176.46,no
9195-NXZOJ,male,yes,no,no,7,yes,no,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),109.32,740.85,no
1945-GDDSU,male,yes,no,no,5,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),105.06,517.56,yes
4910-XJRNG,female,no,no,yes,32,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),102.51,3183.39,yes
5384-ZSPQM,female,yes,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),36.81,2473.53,no
3429-USGAU,female,no,no,no,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),46.09,138.01,no
7541-PBDWS,male,yes,yes,no,72,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,94.37,6604.74,no
3687-JOLDR,male,no,yes,no,4,yes,yes,dsl,no,yes,yes,yes,no,yes,two year,yes,electronic check,91.67,349.43,no
2489-IMGAR,female,no,no,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,37.96,2688.24,no
8014-UVQQX,female,no,yes,no,48,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,electronic check,100.28,4638.95,yes
1403-KPVBV,male,no,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),39.63,354.42,no
4355-TFCBE,male,no,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,40.13,384.86,no
5047-XSVVS,male,no,yes,yes,65,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,credit card (automatic),102.57,6889.98,no
6921-IRLYC,male,yes,no,no,6,yes,yes,dsl,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,97.77,628.15,yes
1192-BWMRI,male,no,no,yes,51,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,yes,electronic check,78.31,3940.74,yes
5154-BUPJL,male,no,yes,no,54,yes,no,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,86.89,4577.9,no
1930-IEASB,female,no,no,yes,15,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,102.48,1493.15,no
9706-WWIPF,male,no,yes,yes,51,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),113.58,5807.94,no
3442-QHFLA,female,no,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,36.4,288.71,no
3809-CHGWL,male,no,no,yes,10,yes,yes,dsl,no,yes,no,yes,yes,no,two year,yes,bank transfer (automatic),87.05,904.56,no
6054-TCMOU,male,no,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),47.67,150.5,no
4188-KZFXZ,male,no,no,no,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),46.19,280.91,no
6706-WJXDT,male,no,no,yes,61,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),63.48,4064.98,no
9471-MMQJZ,male,no,yes,yes,2,yes,yes,dsl,yes,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),92.81,188.4,no
1537-JIMBP,male,no,no,yes,62,yes,no,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,electronic check,113.15,7149.05,no
7652-CJNTY,male,no,yes,no,19,yes,no,fiber optic,yes,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),103.61,2038.44,no
4713-VMFTQ,male,no,no,no,10,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,yes,mailed check,75.31,777.23,no
7907-TGBEG,female,no,yes,no,38,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),108.24,4179.68,no
9402-MCJVN,male,no,yes,no,5,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),46.51,247.57,no
9944-EGBEY,male,yes,no,no,0,yes,no,fiber optic,no,no,yes,no,yes,no,two year,yes,credit card (automatic),92.69, ,yes
2437-IZBMP,male,no,yes,no,5,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,95.93,462.49,no
9689-NEDYY,male,no,no,yes,0,yes,yes,dsl,no,no,no,no,yes,no,two year,no,bank transfer (automatic),77.48, ,no
8572-HDFNH,female,no,yes,no,7,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,yes,credit card (automatic),97.58,707.18,yes
7860-KERKM,female,no,no,no,16,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),96.03,1610.16,no
1934-SJBXG,female,no,yes,no,71,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,93.13,6861.9,yes
4793-SDIDY,male,no,no,no,8,yes,yes,fiber optic,no,yes,no,no,yes,no,two year,yes,mailed check,102.66,818.42,yes
8867-AOQED,female,no,no,no,29,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,no,mailed check,76.77,2252.62,no
1504-JSXFG,male,no,no,no,17,yes,yes,dsl,no,no,no,yes,yes,yes,two year,no,electronic check,88.79,1552.74,no
9785-FFWPL,male,no,no,yes,6,yes,no,fiber optic,yes,no,no,no,yes,no,two year,yes,mailed check,92.79,556.68,no
5812-DMINE,female,no,yes,no,25,yes,yes,fiber optic,no,no,yes,no,no,no,two year,yes,credit card (automatic),93.7,2255.36,no
6686-XPUEO,female,no,no,no,17,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,mailed check,101.05,1800.69,yes
2860-NRYXI,male,no,yes,no,56,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,52.6,2908.67,no
9823-PXEGC,female,no,no,no,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),45.31,278.56,no
9941-DNUZD,female,yes,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),39.53,645.17,no
6922-ZWZKI,male,no,no,yes,5,yes,no,dsl,no,yes,no,yes,no,yes,two year,no,electronic check,81.16,416.38,yes
9075-LUVHO,female,yes,yes,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,47.57,657.23,no
2562-FSYVK,female,no,no,no,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,36.95,1711.89,no
9647-HNKRU,female,no,no,yes,11,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,electronic check,92.62,1011.46,yes
6234-RZEFO,male,no,no,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,36.8,347.13,no
3412-KIPSZ,male,no,no,no,3,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,mailed check,86.06,269.14,no
4289-TMMSU,female,no,no,no,16,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,85.73,1276.29,yes
9476-IGLRB,female,no,no,yes,24,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),65.94,1578.88,no
6920-YKSKS,male,no,no,yes,21,no,no phone service,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),79.1,1555.23,yes
3854-KROVA,male,no,yes,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,37.73,2360.68,no
9202-JEEBE,male,no,yes,no,5,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),95.73,516.66,yes
3941-HVJOP,female,no,no,no,2,yes,yes,dsl,no,no,yes,no,yes,yes,two year,no,electronic check,84.39,169.7,yes
2212-LPIEH,male,no,no,no,62,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,no,mailed check,103.35,6236.19,no
6428-SOGLP,female,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),38.84,116.36,no
2666-CVUXA,female,no,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,42.36,419.18,no
8780-XAEYT,male,no,no,yes,2,yes,no,fiber optic,no,yes,yes,no,yes,yes,two year,no,mailed check,105.13,219.95,no
9157-KRWFR,male,yes,no,no,3,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,yes,electronic check,88.22,263.4,no
3655-GSHYN,female,no,yes,yes,12,no,no phone service,fiber optic,no,no,no,no,yes,no,month-to-month,no,mailed check,69.13,850.64,no
8856-TFDBC,female,no,yes,no,58,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic check,101.32,6125.8,no
7251-NJYDH,female,no,no,yes,65,yes,no,dsl,no,yes,yes,no,no,yes,one year,yes,mailed check,76.98,5011.46,no
1825-JIXIR,male,no,no,yes,5,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),18.25,95.53,no
4577-ZOOQM,male,no,no,no,72,yes,yes,dsl,yes,yes,no,no,no,no,one year,yes,credit card (automatic),83.01,5617.88,no
3236-SWDWL,female,no,yes,no,0,yes,no,fiber optic,yes,yes,no,no,yes,yes,two year,no,credit card (automatic),104.92, ,no
3820-TPUSF,female,no,yes,no,15,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,mailed check,60.21,839.89,yes
9111-AQFOW,female,yes,no,yes,43,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,65.91,2579.04,no
8838-DKVKF,female,no,yes,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),46.42,3105.0,no
3975-WZCCM,female,no,no,no,17,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,77.35,1315.55,yes
4708-UNBNF,male,no,no,no,6,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,yes,electronic check,109.58,641.21,no
6186-WTQDZ,male,yes,yes,no,11,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),46.07,537.36,no
1692-FQBZD,male,no,no,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,38.37, ,no
9933-KPOZE,male,no,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),39.04,635.56,no
8335-TPGXT,male,no,no,no,14,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),111.47,1576.56,yes
5276-EICMX,female,yes,yes,no,40,yes,no,dsl,no,no,no,no,yes,yes,two year,yes,mailed check,77.07,3219.63,no
5027-XSZYA,female,no,yes,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),50.41,2421.19,no
4132-IBCRI,male,no,yes,yes,5,yes,no,dsl,no,yes,yes,no,no,yes,month-to-month,no,electronic check,76.18,390.95,no
2853-QCWXB,male,no,yes,no,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,39.83, ,no
1286-SWCSL,female,yes,no,no,12,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),73.81,897.14,no
9446-KAKSQ,male,no,yes,no,59,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,79.04,4926.55,no
4635-LIWRB,male,no,no,no,11,yes,yes,fiber optic,no,no,no,yes,no,yes,two year,no,bank transfer (automatic),102.79,1190.29,no
3020-PDKRT,male,no,yes,no,18,no,no phone service,dsl,yes,no,yes,yes,yes,no,one year,yes,electronic check,61.32,1118.02,no
9324-REZTR,female,no,yes,yes,6,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,56.41,327.49,no
9728-XBCBN,male,no,yes,no,16,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,79.69,1253.09,yes
3020-DQILE,female,no,yes,no,14,yes,yes,fiber optic,no,no,no,no,no,no,two year,yes,electronic check,89.04,1228.28,no
8196-ELXTH,female,no,no,no,69,yes,no,dsl,no,no,yes,yes,no,no,two year,yes,mailed check,72.2,4994.19,no
8158-WASDK,male,no,yes,no,43,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),38.55,1628.22,no
8917-NJQQA,female,no,no,yes,5,yes,yes,dsl,yes,no,no,no,no,yes,two year,yes,electronic check,80.84,418.86,yes
6466-BUBHZ,female,no,no,no,43,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),72.9,3207.18,no
6246-CGEZD,female,no,no,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),37.88,541.77,no
7062-QBPCT,female,no,no,yes,30,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,67.94,2044.03,no
4858-FNJHR,male,no,no,no,13,yes,no,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,97.55,1236.82,yes
7546-BHHBL,male,no,no,no,11,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,no,credit card (automatic),76.25,814.85,no
4898-PVODS,male,no,no,no,20,no,no phone service,fiber optic,yes,yes,no,no,yes,no,month-to-month,no,mailed check,77.22,1463.02,yes
5727-CLZNQ,male,yes,yes,no,5,yes,yes,dsl,no,yes,no,no,yes,no,two year,no,bank transfer (automatic),85.49,415.84,no
1156-CMQRA,male,no,no,no,51,yes,no,fiber optic,no,no,no,no,no,no,two year,yes,electronic check,84.89,4561.31,no
6121-XWAAH,male,no,no,no,8,yes,yes,fiber optic,yes,no,yes,yes,no,no,one year,yes,credit card (automatic),106.21,854.1,yes
1825-WIHWW,male,no,no,no,2,yes,yes,fiber optic,no,yes,yes,yes,yes,no,month-to-month,yes,mailed check,116.06,223.34,yes
1479-XBWQK,male,no,yes,no,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),46.49,822.89,no
9234-VNSHY,male,no,no,no,25,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,electronic check,81.08,1973.27,yes
5575-UMHDI,male,no,no,no,9,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,credit card (automatic),96.29,852.76,yes
2989-HKJWN,male,no,no,no,1,yes,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,mailed check,85.46,89.1,yes
5800-MITFV,female,no,no,no,1,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),124.64,122.92,yes
1393-ERTXZ,male,no,no,no,70,yes,no,dsl,yes,no,yes,no,no,no,one year,no,bank transfer (automatic),71.26,4634.57,no
7049-VIPJB,female,no,no,yes,7,no,no phone service,dsl,yes,no,yes,yes,no,no,one year,yes,electronic check,60.62,421.47,no
5330-LUYHT,male,no,no,yes,5,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,no,mailed check,99.82,509.95,no
7183-LMDNW,female,no,yes,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,41.0,555.83,no
3097-CEIYQ,female,no,yes,yes,16,no,no phone service,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,70.72,1185.62,no
2702-CXMRF,male,no,yes,yes,21,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,mailed check,104.24,2224.05,no
8804-PVDXA,female,yes,yes,yes,54,yes,no,dsl,no,no,yes,yes,no,yes,one year,yes,mailed check,81.74,4372.72,no
6311-EUYWA,male,no,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,49.27,144.85,no
5107-NLQAK,male,no,no,no,19,yes,no,fiber optic,yes,no,yes,no,yes,no,two year,no,electronic check,98.87,1895.76,yes
3214-HZTZC,male,no,yes,yes,65,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,electronic check,97.79,6400.69,no
8418-EMOWM,male,yes,yes,no,27,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,no,electronic check,72.61,1908.42,no
5971-BKWKS,female,no,no,yes,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),36.98,1284.81,no
6733-MNKVT,male,no,yes,yes,7,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,69.39,461.64,no
7711-PIXQW,female,no,yes,yes,17,yes,no,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card (automatic),93.07,1553.97,no
7169-NSURU,female,no,yes,yes,20,no,no phone service,fiber optic,no,no,no,no,no,yes,one year,no,bank transfer (automatic),71.15,1476.9,no
4486-ZNCJN,male,no,yes,no,49,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,no,mailed check,99.36,4565.67,yes
6480-HEEQP,female,no,yes,yes,13,yes,yes,fiber optic,yes,no,yes,yes,yes,no,month-to-month,no,credit card (automatic),112.03,1533.16,no
1994-LHTNY,male,no,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),37.18,427.69,no
6315-TAIRU,female,no,yes,no,53,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,credit card (automatic),91.07,5031.75,no
3409-JYUBH,male,no,yes,no,16,yes,no,dsl,no,no,no,no,yes,yes,two year,no,mailed check,74.38,1205.26,no
8865-TVEDF,male,no,yes,no,48,yes,no,dsl,no,no,no,yes,yes,yes,one year,yes,mailed check,82.57,3688.42,no
2018-EFKHP,male,no,yes,yes,54,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,101.61,5226.34,no
4313-DCTCL,male,no,yes,no,7,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),105.48,737.78,no
5144-NPCVQ,male,no,yes,yes,55,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,no,bank transfer (automatic),82.7,4450.29,no
7513-GMXQC,male,no,no,yes,27,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,mailed check,100.62,2765.62,no
4443-FQFDC,male,no,no,no,15,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,no,mailed check,92.45,1493.87,no
4588-YABRP,male,no,yes,yes,16,yes,no,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,108.23,1809.99,yes
2464-OJGSX,female,no,yes,no,60,yes,no,dsl,no,no,yes,no,yes,no,two year,yes,electronic check,74.95,4426.75,no
8147-ZAQSR,male,yes,yes,no,8,no,no phone service,dsl,no,no,no,no,no,no,two year,yes,mailed check,46.0,377.82,no
8492-CUMMD,female,no,yes,no,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),43.45,543.01,no
2035-PMJBF,male,no,no,no,53,yes,yes,dsl,yes,yes,no,yes,yes,yes,month-to-month,no,electronic check,96.65,5005.41,no
2377-CGHAC,male,no,yes,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),36.45,554.72,no
3556-QJQCG,male,no,no,yes,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,47.42,1827.73,no
5566-GJYHU,female,yes,no,no,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),47.22,538.21,no
5115-IANCE,female,no,yes,yes,8,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),83.28,643.62,yes
6845-MSNUL,female,no,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,39.97,76.54,no
5983-IAVHX,male,no,no,no,32,yes,yes,dsl,no,yes,yes,no,no,yes,two year,no,bank transfer (automatic),89.39,2897.6,no
2196-YQDJR,male,no,no,yes,54,yes,no,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),86.12,4519.34,no
9651-SDDMY,female,no,no,no,56,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,mailed check,113.5,6143.4,no
8940-RDIIM,male,no,no,no,14,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,91.36,1224.78,yes
2091-YNNNG,female,no,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),38.83,806.19,no
4952-DDTIB,female,no,yes,yes,3,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),103.2,308.39,yes
8250-PXNCS,female,no,no,no,10,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,90.36,875.72,yes
4614-TGZBE,male,no,yes,no,52,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,104.6,5492.51,no
7987-KGYUA,male,no,yes,no,59,yes,no,dsl,yes,yes,no,no,yes,no,two year,yes,mailed check,82.67,4885.14,no
7733-IZYOV,female,no,no,yes,3,yes,yes,dsl,yes,no,yes,no,no,no,two year,no,mailed check,83.24,242.97,no
8365-WSABA,male,yes,yes,no,7,no,no phone service,dsl,no,yes,no,no,no,no,one year,no,electronic check,43.89,304.5,no
4382-TUNZV,male,no,yes,no,57,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,credit card (automatic),76.13,4380.22,no
3160-JWCOI,female,no,no,no,56,yes,no,dsl,no,yes,no,yes,no,yes,two year,no,credit card (automatic),79.05,4315.29,no
2408-SGCQP,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,two year,yes,credit card (automatic),85.28,81.7,no
8229-IIAWS,male,no,yes,no,12,no,no phone service,dsl,no,no,yes,no,yes,no,two year,yes,mailed check,53.59,629.94,no
8713-JGPTV,female,no,no,yes,32,yes,yes,dsl,no,yes,no,no,yes,no,one year,yes,electronic check,79.08,2404.08,no
6126-DBIQC,male,no,no,yes,11,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),92.03,957.43,yes
7529-RGRDW,male,no,no,no,70,yes,no,dsl,yes,no,yes,no,no,yes,two year,yes,bank transfer (automatic),76.97,5041.81,no
1199-VWFXY,male,no,no,yes,8,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,bank transfer (automatic),99.79,785.83,yes
2732-TWAUY,female,no,yes,no,13,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,mailed check,88.85,1169.15,no
7769-OCNYY,male,no,yes,no,25,yes,no,fiber optic,no,no,yes,no,no,yes,one year,yes,bank transfer (automatic),98.71,2405.58,no
1197-SVUXS,male,no,yes,no,7,yes,no,fiber optic,no,no,no,no,no,yes,two year,yes,electronic check,88.42,582.99,no
1426-KZUDM,female,no,no,no,67,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,bank transfer (automatic),94.27,6005.27,no
8652-CZVLV,female,no,yes,no,35,no,no phone service,dsl,no,no,yes,yes,yes,no,one year,no,electronic check,63.19,2139.04,no
9629-RPFCE,female,no,no,yes,16,yes,yes,dsl,yes,no,yes,no,no,no,one year,no,electronic check,80.36,1279.28,no
8658-GHKJQ,female,yes,yes,no,46,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),47.01,2143.22,no
1336-ZQGIS,female,yes,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,no,two year,no,electronic check,106.36,331.25,yes
9252-PZFVI,male,no,yes,yes,49,yes,yes,dsl,no,no,yes,no,yes,no,month-to-month,no,mailed check,82.61,3804.81,no
8011-PEFOJ,male,no,no,no,14,yes,no,dsl,no,yes,no,yes,yes,yes,one year,no,electronic check,83.19,1157.88,yes
5637-SHBTD,male,no,no,yes,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),42.72,410.89,no
1225-KWJEN,male,no,no,no,48,yes,yes,fiber optic,yes,no,no,no,no,yes,two year,yes,credit card (automatic),99.23,4543.27,no
4235-MHJUR,female,no,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,38.84,523.67,yes
6597-QOTGU,female,no,yes,no,23,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),88.07,2028.55,no
1961-PMMKB,male,no,yes,no,30,yes,yes,dsl,yes,yes,no,yes,no,yes,two year,yes,electronic check,90.2,2673.82,no
3280-HCFFE,male,no,yes,no,24,no,no phone service,dsl,yes,no,yes,yes,no,yes,one year,no,bank transfer (automatic),63.11,1419.91,no
3801-DLZRH,male,no,no,no,55,yes,no,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),107.06,5827.54,no
7036-DMIFU,female,no,yes,no,42,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,108.33,4490.27,no
1771-DDQJR,male,no,yes,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),39.33,1433.0,no
7414-BBADN,male,no,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,38.91,572.09,no
9241-HGDLU,male,no,no,no,10,yes,no,dsl,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),77.04,836.73,no
9316-RMGQC,female,no,yes,no,60,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,102.51,6300.15,no
9121-NHSLT,female,no,yes,yes,12,yes,no,dsl,no,no,no,no,no,no,two year,no,electronic check,64.26,783.69,no
6559-CSDVC,female,no,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,39.08,481.54,no
7809-TIZWI,male,no,no,no,35,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.25,668.22,no
5855-OJUMW,female,no,no,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),39.33,2657.34,no
